time,w_expl_0,w_expl_1,w_RK2_0,w_RK2_1,exact_solution_0,exact_solution_1
33.450000,-0.972401,2.090167,-0.459538,0.888747,-0.446882,0.894593
33.500000,-1.076909,2.041547,-0.503401,0.864659,-0.491035,0.871140
33.550000,-1.178987,1.987701,-0.546004,0.838408,-0.533960,0.845510
33.600000,-1.278372,1.928752,-0.587242,0.810060,-0.575550,0.817766
33.650000,-1.374809,1.864833,-0.627011,0.779685,-0.615702,0.787979
33.700000,-1.468051,1.796093,-0.665212,0.747360,-0.654316,0.756222
33.750000,-1.557856,1.722690,-0.701748,0.713165,-0.691293,0.722574
33.800000,-1.643990,1.644798,-0.736529,0.677187,-0.726543,0.687121
33.850000,-1.726230,1.562598,-0.769468,0.639514,-0.759977,0.649950
33.900000,-1.804360,1.476287,-0.800482,0.600241,-0.791511,0.611155
33.950000,-1.878174,1.386069,-0.829493,0.559466,-0.821067,0.570832
34.000000,-1.947478,1.292160,-0.856430,0.517292,-0.848570,0.529083
34.050000,-2.012086,1.194786,-0.881224,0.473824,-0.873953,0.486011
34.100000,-2.071825,1.094182,-0.903813,0.429171,-0.897151,0.441724
34.150000,-2.126534,0.990591,-0.924142,0.383444,-0.918107,0.396333
34.200000,-2.176064,0.884264,-0.942159,0.336757,-0.936768,0.349951
34.250000,-2.220277,0.775461,-0.957819,0.289228,-0.953087,0.302695
34.300000,-2.259050,0.664447,-0.971083,0.240976,-0.967025,0.254682
34.350000,-2.292272,0.551494,-0.981918,0.192121,-0.978545,0.206033
34.400000,-2.319847,0.436881,-0.990297,0.142784,-0.987619,0.156869
34.450000,-2.341691,0.320888,-0.996198,0.093091,-0.994225,0.107312
34.500000,-2.357735,0.203804,-0.999608,0.043165,-0.998346,0.057487
34.550000,-2.367926,0.085917,-1.000516,-0.006869,-0.999972,0.007519
34.600000,-2.372221,-0.032479,-0.998922,-0.056887,-0.999098,-0.042468
34.650000,-2.370597,-0.151090,-0.994829,-0.106762,-0.995727,-0.092349
34.700000,-2.363043,-0.269620,-0.988248,-0.156370,-0.989867,-0.141999
34.750000,-2.349562,-0.387772,-0.979194,-0.205587,-0.981533,-0.191294
34.800000,-2.330173,-0.505250,-0.967691,-0.254289,-0.970745,-0.240112
34.850000,-2.304911,-0.621759,-0.953766,-0.302356,-0.957532,-0.288329
34.900000,-2.273823,-0.737005,-0.937456,-0.349666,-0.941924,-0.335825
34.950000,-2.236973,-0.850696,-0.918801,-0.396102,-0.923963,-0.382482
35.000000,-2.194438,-0.962544,-0.897848,-0.441547,-0.903692,-0.428183
35.050000,-2.146311,-1.072266,-0.874648,-0.485888,-0.881163,-0.472813
35.100000,-2.092697,-1.179582,-0.849260,-0.529013,-0.856431,-0.516262
35.150000,-2.033718,-1.284217,-0.821748,-0.570814,-0.829558,-0.558421
35.200000,-1.969507,-1.385903,-0.792180,-0.611188,-0.800612,-0.599183
35.250000,-1.900212,-1.484378,-0.760631,-0.650033,-0.769665,-0.638449
35.300000,-1.825993,-1.579389,-0.727178,-0.687252,-0.736794,-0.676118
35.350000,-1.747024,-1.670688,-0.691907,-0.722752,-0.702081,-0.712097
35.400000,-1.663489,-1.758039,-0.654904,-0.756444,-0.665613,-0.746297
35.450000,-1.575587,-1.841214,-0.616263,-0.788244,-0.627482,-0.778631
35.500000,-1.483527,-1.919993,-0.576081,-0.818071,-0.587783,-0.809019
35.550000,-1.387527,-1.994170,-0.534457,-0.845853,-0.546614,-0.837385
35.600000,-1.287819,-2.063546,-0.491496,-0.871518,-0.504079,-0.863657
35.650000,-1.184641,-2.127937,-0.447306,-0.895004,-0.460284,-0.887772
35.700000,-1.078244,-2.187169,-0.401997,-0.916250,-0.415339,-0.909667
35.750000,-0.968886,-2.241081,-0.355682,-0.935205,-0.369356,-0.929288
35.800000,-0.856832,-2.289526,-0.308477,-0.951820,-0.322449,-0.946587
35.850000,-0.742356,-2.332367,-0.260500,-0.966054,-0.274736,-0.961520
35.900000,-0.625737,-2.369485,-0.211872,-0.977872,-0.226337,-0.974049
35.950000,-0.507263,-2.400772,-0.162714,-0.987243,-0.177372,-0.984144
36.000000,-0.387225,-2.426135,-0.113148,-0.994144,-0.127964,-0.991779
36.050000,-0.265918,-2.445496,-0.063299,-0.998559,-0.078235,-0.996935
36.100000,-0.143643,-2.458792,-0.013292,-1.000476,-0.028312,-0.999599
36.150000,-0.020703,-2.465974,0.036748,-0.999890,0.021683,-0.999765
36.200000,0.102595,-2.467009,0.086697,-0.996803,0.071623,-0.997432
36.250000,0.225946,-2.461880,0.136428,-0.991222,0.121384,-0.992606
36.300000,0.349040,-2.450582,0.185819,-0.983161,0.170842,-0.985298
36.350000,0.471569,-2.433130,0.234745,-0.972641,0.219873,-0.975528
36.400000,0.593225,-2.409552,0.283083,-0.959688,0.268355,-0.963320
36.450000,0.713703,-2.379891,0.330714,-0.944335,0.316165,-0.948704
36.500000,0.832698,-2.344205,0.377517,-0.926619,0.363185,-0.931717
36.550000,0.949908,-2.302571,0.423376,-0.906584,0.409298,-0.912401
36.600000,1.065036,-2.255075,0.468176,-0.884282,0.454387,-0.890804
36.650000,1.177790,-2.201823,0.511805,-0.859768,0.498341,-0.866981
36.700000,1.287881,-2.142934,0.554154,-0.833103,0.541049,-0.840991
36.750000,1.395028,-2.078540,0.595116,-0.804354,0.582405,-0.812899
36.800000,1.498955,-2.008788,0.634590,-0.773593,0.622305,-0.782775
36.850000,1.599394,-1.933841,0.672477,-0.740896,0.660650,-0.750694
36.900000,1.696086,-1.853871,0.708681,-0.706346,0.697344,-0.716737
36.950000,1.788780,-1.769067,0.743112,-0.670029,0.732294,-0.680989
37.000000,1.877233,-1.679628,0.775685,-0.632036,0.765414,-0.643538
37.050000,1.961215,-1.585766,0.806317,-0.592462,0.796621,-0.604479
37.100000,2.040503,-1.487705,0.834932,-0.551406,0.825837,-0.563909
37.150000,2.114888,-1.385680,0.861459,-0.508970,0.852988,-0.521930
37.200000,2.184172,-1.279936,0.885831,-0.465260,0.878008,-0.478646
37.250000,2.248169,-1.170727,0.907986,-0.420387,0.900833,-0.434166
37.300000,2.306705,-1.058319,0.927871,-0.374463,0.921406,-0.388600
37.350000,2.359621,-0.942983,0.945434,-0.327601,0.939677,-0.342063
37.400000,2.406770,-0.825002,0.960632,-0.279920,0.955599,-0.294672
37.450000,2.448021,-0.704664,0.973427,-0.231538,0.969132,-0.246543
37.500000,2.483254,-0.582263,0.983788,-0.182577,0.980243,-0.197799
37.550000,2.512367,-0.458100,0.991687,-0.133160,0.988903,-0.148560
37.600000,2.535272,-0.332482,0.997105,-0.083409,0.995092,-0.098950
37.650000,2.551896,-0.205718,1.000029,-0.033450,0.998794,-0.049092
37.700000,2.562182,-0.078123,1.000452,0.016594,1.000000,0.000888
37.750000,2.566088,0.049986,0.998371,0.066596,0.998705,0.050866
37.800000,2.563589,0.178290,0.993794,0.116431,0.994915,0.100717
37.850000,2.554674,0.306470,0.986730,0.165975,0.988638,0.150316
37.900000,2.539351,0.434203,0.977198,0.215104,0.979890,0.199540
37.950000,2.517641,0.561171,0.965221,0.263695,0.968692,0.248264
38.000000,2.489582,0.687053,0.950830,0.311626,0.955074,0.296369
38.050000,2.455229,0.811532,0.934060,0.358778,0.939068,0.343732
38.100000,2.414653,0.934294,0.914953,0.405033,0.920715,0.390236
38.150000,2.367938,1.055026,0.893558,0.450274,0.900060,0.435765
38.200000,2.315187,1.173423,0.869927,0.494389,0.877156,0.480205
38.250000,2.256516,1.289182,0.844120,0.537268,0.852060,0.523444
38.300000,2.192057,1.402008,0.816202,0.578802,0.824834,0.565375
38.350000,2.121956,1.511611,0.786242,0.618889,0.795546,0.605893
38.400000,2.046376,1.617709,0.754314,0.657427,0.764270,0.644897
38.450000,1.965490,1.720028,0.720500,0.694321,0.731083,0.682288
38.500000,1.879489,1.818302,0.684883,0.729478,0.696069,0.717975
38.550000,1.788574,1.912277,0.647553,0.762811,0.659316,0.751866
38.600000,1.692960,2.001705,0.608603,0.794235,0.620914,0.783879
38.650000,1.592875,2.086353,0.568131,0.823672,0.580960,0.813932
38.700000,1.488557,2.165997,0.526237,0.851049,0.539555,0.841951
38.750000,1.380257,2.240425,0.483027,0.876297,0.496800,0.867865
38.800000,1.268236,2.309438,0.438608,0.899353,0.452804,0.891610
38.850000,1.152764,2.372849,0.393092,0.920159,0.407677,0.913126
38.900000,1.034121,2.430488,0.346593,0.938664,0.361530,0.932361
38.950000,0.912597,2.482194,0.299227,0.954820,0.314479,0.949264
39.000000,0.788487,2.527824,0.251112,0.968588,0.266643,0.963795
39.050000,0.662096,2.567248,0.202368,0.979933,0.218140,0.975917
39.100000,0.533734,2.600353,0.153119,0.988826,0.169092,0.985600
39.150000,0.403716,2.627039,0.103486,0.995246,0.119621,0.992820
39.200000,0.272364,2.647225,0.053594,0.999176,0.069851,0.997557
39.250000,0.140003,2.660843,0.003568,1.000607,0.019907,0.999802
39.300000,0.006961,2.667844,-0.046466,0.999535,-0.030087,0.999547
39.350000,-0.126431,2.668192,-0.096385,0.995962,-0.080006,0.996794
39.400000,-0.259841,2.661870,-0.146063,0.989898,-0.129725,0.991550
39.450000,-0.392934,2.648878,-0.195375,0.981357,-0.179120,0.983827
39.500000,-0.525378,2.629231,-0.244199,0.970362,-0.228067,0.973645
39.550000,-0.656840,2.602962,-0.292411,0.956939,-0.276444,0.961030
39.600000,-0.786988,2.570120,-0.339893,0.941122,-0.324130,0.946013
39.650000,-0.915494,2.530771,-0.386524,0.922951,-0.371006,0.928631
39.700000,-1.042033,2.484996,-0.432189,0.902471,-0.416954,0.908927
39.750000,-1.166282,2.432895,-0.476772,0.879734,-0.461861,0.886953
39.800000,-1.287927,2.374581,-0.520163,0.854796,-0.505613,0.862761
39.850000,-1.406656,2.310184,-0.562252,0.827719,-0.548101,0.836412
39.900000,-1.522165,2.239851,-0.602935,0.798572,-0.589219,0.807973
39.950000,-1.634158,2.163743,-0.642110,0.767427,-0.628864,0.777515
40.000000,-1.742345,2.082035,-0.679679,0.734362,-0.666938,0.745113
40.050000,-1.846447,1.994918,-0.715547,0.699460,-0.703345,0.710849
40.100000,-1.946193,1.902596,-0.749626,0.662808,-0.737993,0.674808
40.150000,-2.041323,1.805286,-0.781829,0.624498,-0.770797,0.637080
40.200000,-2.131587,1.703220,-0.812077,0.584626,-0.801675,0.597760
40.250000,-2.216748,1.596640,-0.840293,0.543292,-0.830549,0.556946
40.300000,-2.296580,1.485803,-0.866407,0.500598,-0.857346,0.514740
40.350000,-2.370870,1.370974,-0.890354,0.456652,-0.882001,0.471247
40.400000,-2.439419,1.252431,-0.912074,0.411563,-0.904451,0.426577
40.450000,-2.502040,1.130460,-0.931512,0.365445,-0.924641,0.380840
40.500000,-2.558563,1.005358,-0.948620,0.318413,-0.942519,0.334151
40.550000,-2.608831,0.877429,-0.963355,0.270584,-0.958042,0.286627
40.600000,-2.652703,0.746988,-0.975680,0.222078,-0.971170,0.238387
40.650000,-2.690052,0.614353,-0.985564,0.173016,-0.981871,0.189551
40.700000,-2.720770,0.479850,-0.992983,0.123522,-0.990117,0.140241
40.750000,-2.744762,0.343812,-0.997918,0.073718,-0.995889,0.090580
40.800000,-2.761953,0.206574,-1.000356,0.023730,-0.999172,0.040693
40.850000,-2.772281,0.068476,-1.000292,-0.026317,-0.999957,-0.009295
40.900000,-2.775705,-0.070138,-0.997726,-0.076299,-0.998243,-0.059261
40.950000,-2.772198,-0.208923,-0.992664,-0.126090,-0.994033,-0.109078
41.000000,-2.761752,-0.347533,-0.985119,-0.175566,-0.987339,-0.158623
41.050000,-2.744375,-0.485621,-0.975109,-0.224602,-0.978178,-0.207771
41.100000,-2.720094,-0.622840,-0.962660,-0.273077,-0.966571,-0.256400
41.150000,-2.688952,-0.758844,-0.947803,-0.320868,-0.952548,-0.304388
41.200000,-2.651010,-0.893292,-0.930575,-0.367857,-0.936145,-0.351615
41.250000,-2.606346,-1.025843,-0.911019,-0.413926,-0.917401,-0.397963
41.300000,-2.555054,-1.156160,-0.889183,-0.458960,-0.896365,-0.443317
41.350000,-2.497246,-1.283913,-0.865124,-0.502845,-0.873088,-0.487562
41.400000,-2.433050,-1.408775,-0.838900,-0.545473,-0.847629,-0.530589
41.450000,-2.362611,-1.530427,-0.810578,-0.586736,-0.820051,-0.572290
41.500000,-2.286090,-1.648558,-0.780228,-0.626532,-0.790424,-0.612560
41.550000,-2.203662,-1.762862,-0.747926,-0.664760,-0.758821,-0.651299
41.600000,-2.115519,-1.873045,-0.713753,-0.701325,-0.725321,-0.688411
41.650000,-2.021867,-1.978821,-0.677795,-0.736136,-0.690009,-0.723801
41.700000,-1.922925,-2.079915,-0.640141,-0.769106,-0.652971,-0.757383
41.750000,-1.818930,-2.176061,-0.600885,-0.800151,-0.614302,-0.789071
41.800000,-1.710127,-2.267007,-0.560127,-0.829196,-0.574097,-0.818787
41.850000,-1.596776,-2.352514,-0.517967,-0.856165,-0.532457,-0.846457
41.900000,-1.479151,-2.432353,-0.474511,-0.880994,-0.489487,-0.872011
41.950000,-1.357533,-2.506310,-0.429868,-0.903618,-0.445292,-0.895385
42.000000,-1.232217,-2.574187,-0.384150,-0.923982,-0.399985,-0.916522
42.050000,-1.103508,-2.635798,-0.337471,-0.942034,-0.353678,-0.935367
42.100000,-0.971718,-2.690973,-0.289947,-0.957730,-0.306488,-0.951875
42.150000,-0.837170,-2.739559,-0.241698,-0.971030,-0.258531,-0.966003
42.200000,-0.700192,-2.781417,-0.192844,-0.981902,-0.209928,-0.977717
42.250000,-0.561121,-2.816427,-0.143508,-0.990316,-0.160800,-0.986987
42.300000,-0.420299,-2.844483,-0.093813,-0.996254,-0.111270,-0.993790
42.350000,-0.278075,-2.865498,-0.043883,-0.999699,-0.061462,-0.998109
42.400000,-0.134800,-2.879402,0.006157,-1.000644,-0.011501,-0.999934
42.450000,0.009170,-2.886142,0.056181,-0.999085,0.038490,-0.999259
42.500000,0.153477,-2.885683,0.106065,-0.995027,0.088384,-0.996087
42.550000,0.297761,-2.878009,0.155684,-0.988480,0.138057,-0.990424
42.600000,0.441661,-2.863121,0.204913,-0.979460,0.187385,-0.982287
42.650000,0.584818,-2.841038,0.253630,-0.967990,0.236245,-0.971694
42.700000,0.726869,-2.811797,0.301713,-0.954099,0.284514,-0.958672
42.750000,0.867459,-2.775454,0.349040,-0.937821,0.332072,-0.943254
42.800000,1.006232,-2.732081,0.395495,-0.919196,0.378800,-0.925479
42.850000,1.142836,-2.681769,0.440961,-0.898273,0.424581,-0.905390
42.900000,1.276925,-2.624628,0.485323,-0.875102,0.469301,-0.883038
42.950000,1.408156,-2.560781,0.528472,-0.849742,0.512848,-0.858479
43.000000,1.536195,-2.490374,0.570298,-0.822256,0.555113,-0.831775
43.050000,1.660714,-2.413564,0.610698,-0.792713,0.595991,-0.802991
43.100000,1.781392,-2.330528,0.649570,-0.761187,0.635379,-0.772200
43.150000,1.897918,-2.241459,0.686818,-0.727757,0.673179,-0.739480
43.200000,2.009991,-2.146563,0.722347,-0.692507,0.709296,-0.704911
43.250000,2.117319,-2.046063,0.756069,-0.655524,0.743641,-0.668580
43.300000,2.219622,-1.940197,0.787901,-0.616901,0.776126,-0.630578
43.350000,2.316632,-1.829216,0.817761,-0.576735,0.806672,-0.590999
43.400000,2.408093,-1.713384,0.845575,-0.535126,0.835202,-0.549944
43.450000,2.493762,-1.592980,0.871275,-0.492178,0.861644,-0.507514
43.500000,2.573411,-1.468292,0.894794,-0.447999,0.885932,-0.463816
43.550000,2.646826,-1.339621,0.916076,-0.402700,0.908006,-0.418958
43.600000,2.713807,-1.207280,0.935066,-0.356392,0.927810,-0.373053
43.650000,2.774171,-1.071589,0.951717,-0.309194,0.945295,-0.326215
43.700000,2.827750,-0.932881,0.965987,-0.261221,0.960418,-0.278563
43.750000,2.874395,-0.791493,0.977840,-0.212595,0.973140,-0.230214
43.800000,2.913969,-0.647774,0.987248,-0.163438,0.983430,-0.181289
43.850000,2.946358,-0.502075,0.994185,-0.113871,0.991261,-0.131912
43.900000,2.971462,-0.354757,0.998636,-0.064019,0.996616,-0.082204
43.950000,2.989199,-0.206184,1.000589,-0.014008,0.999478,-0.032292
44.000000,2.999509,-0.056724,1.000039,0.036039,0.999843,0.017702
44.050000,3.002345,0.093251,0.996987,0.085996,0.997709,0.067651
44.100000,2.997682,0.243368,0.991440,0.135738,0.993081,0.117431
44.150000,2.985514,0.393253,0.983414,0.185140,0.985971,0.166918
44.200000,2.965851,0.542528,0.972928,0.234080,0.976396,0.215987
44.250000,2.938725,0.690821,0.960008,0.282434,0.964381,0.264517
44.300000,2.904184,0.837757,0.944686,0.330081,0.949956,0.312385
44.350000,2.862296,0.982966,0.927001,0.376903,0.933156,0.359473
44.400000,2.813148,1.126081,0.906997,0.422782,0.914023,0.405662
44.450000,2.756844,1.266738,0.884725,0.467603,0.892606,0.450837
44.500000,2.693507,1.404581,0.860238,0.511255,0.868958,0.494885
44.550000,2.623278,1.539256,0.833600,0.553628,0.843138,0.537697
44.600000,2.546315,1.670420,0.804877,0.594616,0.815211,0.579164
44.650000,2.462794,1.797736,0.774140,0.634116,0.785246,0.619184
44.700000,2.372907,1.920875,0.741467,0.672030,0.753318,0.657656
44.750000,2.276863,2.039521,0.706938,0.708264,0.719508,0.694484
44.800000,2.174887,2.153364,0.670642,0.742725,0.683899,0.729577
44.850000,2.067219,2.262108,0.632667,0.775329,0.646581,0.762846
44.900000,1.954114,2.365469,0.593110,0.805993,0.607646,0.794208
44.950000,1.835840,2.463175,0.552069,0.834641,0.567193,0.823585
45.000000,1.712681,2.554967,0.509646,0.861201,0.525322,0.850904
45.050000,1.584933,2.640601,0.465949,0.885607,0.482138,0.876095
45.100000,1.452903,2.719848,0.421087,0.907798,0.437749,0.899097
45.150000,1.316911,2.792493,0.375170,0.927717,0.392266,0.919852
45.200000,1.177286,2.858338,0.328315,0.945316,0.345802,0.938307
45.250000,1.034369,2.917203,0.280639,0.960550,0.298474,0.954418
45.300000,0.888509,2.968921,0.232261,0.973381,0.250400,0.968142
45.350000,0.740063,3.013346,0.183302,0.983778,0.201700,0.979447
45.400000,0.589396,3.050350,0.133884,0.991713,0.152496,0.988304
45.450000,0.436878,3.079819,0.084131,0.997168,0.102911,0.994691
45.500000,0.282887,3.101663,0.034167,1.000128,0.053069,0.998591
45.550000,0.127804,3.115808,-0.015882,1.000586,0.003093,0.999995
45.600000,-0.027986,3.122198,-0.065892,0.998541,-0.046889,0.998900
45.650000,-0.184096,3.120799,-0.115736,0.993998,-0.096755,0.995308
45.700000,-0.340136,3.111594,-0.165291,0.986969,-0.146379,0.989229
45.750000,-0.495716,3.094587,-0.214433,0.977471,-0.195637,0.980676
45.800000,-0.650445,3.069801,-0.263039,0.965527,-0.244405,0.969673
45.850000,-0.803935,3.037279,-0.310986,0.951168,-0.292563,0.956246
45.900000,-0.955799,2.997082,-0.358156,0.934430,-0.339990,0.940429
45.950000,-1.105653,2.949292,-0.404430,0.915354,-0.386567,0.922261
46.000000,-1.253118,2.894009,-0.449692,0.893989,-0.432178,0.901788
46.050000,-1.397818,2.831354,-0.493829,0.870387,-0.476708,0.879061
46.100000,-1.539386,2.761463,-0.536731,0.844607,-0.520047,0.854137
46.150000,-1.677459,2.684493,-0.578291,0.816715,-0.562087,0.827078
46.200000,-1.811684,2.600620,-0.618404,0.786779,-0.602721,0.797952
46.250000,-1.941715,2.510036,-0.656970,0.754876,-0.641849,0.766831
46.300000,-2.067217,2.412950,-0.693892,0.721084,-0.679372,0.733794
46.350000,-2.187864,2.309590,-0.729079,0.685488,-0.715197,0.698922
46.400000,-2.303344,2.200196,-0.762442,0.648177,-0.749235,0.662304
46.450000,-2.413354,2.085029,-0.793898,0.609244,-0.781400,0.624030
46.500000,-2.517605,1.964362,-0.823368,0.568788,-0.811612,0.584197
46.550000,-2.615823,1.838481,-0.850778,0.526909,-0.839796,0.542903
46.600000,-2.707747,1.707690,-0.876060,0.483711,-0.865880,0.500252
46.650000,-2.793132,1.572303,-0.899150,0.439303,-0.889800,0.456351
46.700000,-2.871747,1.432646,-0.919992,0.393797,-0.911496,0.411309
46.750000,-2.943379,1.289059,-0.938531,0.347305,-0.930914,0.365239
46.800000,-3.007832,1.141890,-0.954724,0.299944,-0.948005,0.318257
46.850000,-3.064927,0.991498,-0.968527,0.251833,-0.962726,0.270478
46.900000,-3.114501,0.838252,-0.979908,0.203092,-0.975041,0.222024
46.950000,-3.156414,0.682527,-0.988838,0.153843,-0.984919,0.173015
47.000000,-3.190540,0.524706,-0.995294,0.104209,-0.992335,0.123573
47.050000,-3.216776,0.365179,-0.999260,0.054314,-0.997271,0.073823
47.100000,-3.235035,0.204340,-1.000727,0.004283,-0.999715,0.023888
47.150000,-3.245252,0.042589,-0.999690,-0.045759,-0.999659,-0.026107
47.200000,-3.247381,-0.119674,-0.996153,-0.095686,-0.997105,-0.076037
47.250000,-3.241397,-0.282043,-0.990123,-0.145374,-0.992059,-0.125776
47.300000,-3.227295,-0.444113,-0.981617,-0.194699,-0.984533,-0.175201
47.350000,-3.205090,-0.605478,-0.970655,-0.243536,-0.974546,-0.224188
47.400000,-3.174816,-0.765732,-0.957265,-0.291765,-0.962123,-0.272615
47.450000,-3.136529,-0.924473,-0.941480,-0.339263,-0.947296,-0.320361
47.500000,-3.090306,-1.081299,-0.923340,-0.385913,-0.930100,-0.367305
47.550000,-3.036241,-1.235815,-0.902890,-0.431598,-0.910580,-0.413332
47.600000,-2.974450,-1.387627,-0.880182,-0.476203,-0.888784,-0.458325
47.650000,-2.905068,-1.536349,-0.855271,-0.519616,-0.864767,-0.502173
47.700000,-2.828251,-1.681603,-0.828221,-0.561731,-0.838588,-0.544766
47.750000,-2.744171,-1.823015,-0.799100,-0.602439,-0.810313,-0.585997
47.800000,-2.653020,-1.960224,-0.767979,-0.641641,-0.780013,-0.625764
47.850000,-2.555009,-2.092875,-0.734937,-0.679238,-0.747763,-0.663966
47.900000,-2.450365,-2.220625,-0.700056,-0.715136,-0.713644,-0.700509
47.950000,-2.339334,-2.343143,-0.663424,-0.749245,-0.677741,-0.735301
48.000000,-2.222177,-2.460110,-0.625133,-0.781480,-0.640144,-0.768255
48.050000,-2.099171,-2.571219,-0.585277,-0.811759,-0.600948,-0.799288
48.100000,-1.970610,-2.676177,-0.543958,-0.840009,-0.560249,-0.828324
48.150000,-1.836802,-2.774708,-0.501277,-0.866156,-0.518150,-0.855290
48.200000,-1.698066,-2.866548,-0.457343,-0.890138,-0.474755,-0.880118
48.250000,-1.554739,-2.951451,-0.412264,-0.911892,-0.430175,-0.902746
48.300000,-1.407166,-3.029188,-0.366154,-0.931365,-0.384518,-0.923117
48.350000,-1.255707,-3.099547,-0.319128,-0.948509,-0.337901,-0.941182
48.400000,-1.100729,-3.162332,-0.271304,-0.963280,-0.290440,-0.956893
48.450000,-0.942613,-3.217368,-0.222801,-0.975641,-0.242252,-0.970213
48.500000,-0.781744,-3.264499,-0.173740,-0.985561,-0.193459,-0.981108
48.550000,-0.618519,-3.303586,-0.124245,-0.993016,-0.144182,-0.989551
48.600000,-0.453340,-3.334512,-0.074439,-0.997987,-0.094545,-0.995521
48.650000,-0.286615,-3.357179,-0.024447,-1.000462,-0.044671,-0.999002
48.700000,-0.118756,-3.371510,0.025607,-1.000434,0.005314,-0.999986
48.750000,0.049820,-3.377448,0.075597,-0.997903,0.055286,-0.998471
48.800000,0.218692,-3.374957,0.125397,-0.992875,0.105119,-0.994460
48.850000,0.387440,-3.364022,0.174884,-0.985365,0.154690,-0.987963
48.900000,0.555641,-3.344650,0.223934,-0.975389,0.203874,-0.978997
48.950000,0.722874,-3.316868,0.272423,-0.962973,0.252549,-0.967584
49.000000,0.888717,-3.280724,0.320232,-0.948148,0.300593,-0.953753
49.050000,1.052753,-3.236288,0.367239,-0.930951,0.347885,-0.937537
49.100000,1.214568,-3.183651,0.413327,-0.911425,0.394307,-0.918979
49.150000,1.373750,-3.122922,0.458382,-0.889620,0.439744,-0.898123
49.200000,1.529896,-3.054235,0.502290,-0.865589,0.484082,-0.875023
49.250000,1.682608,-2.977740,0.544941,-0.839392,0.527210,-0.849735
49.300000,1.831495,-2.893610,0.586230,-0.811096,0.569020,-0.822324
49.350000,1.976176,-2.802035,0.626052,-0.780770,0.609408,-0.792857
49.400000,2.116277,-2.703226,0.664308,-0.748492,0.648273,-0.761408
49.450000,2.251439,-2.597412,0.700902,-0.714341,0.685517,-0.728056
49.500000,2.381309,-2.484840,0.735743,-0.678403,0.721048,-0.692885
49.550000,2.505551,-2.365775,0.768743,-0.640768,0.754777,-0.655982
49.600000,2.623840,-2.240497,0.799821,-0.601530,0.786619,-0.617439
49.650000,2.735865,-2.109305,0.828898,-0.560787,0.816495,-0.577353
49.700000,2.841330,-1.972512,0.855901,-0.518641,0.844330,-0.535823
49.750000,2.939956,-1.830446,0.880763,-0.475197,0.870055,-0.492955
49.800000,3.031478,-1.683448,0.903422,-0.430565,0.893605,-0.448854
49.850000,3.115651,-1.531874,0.923821,-0.384856,0.914922,-0.403631
49.900000,3.192244,-1.376091,0.941909,-0.338184,0.933951,-0.357400
49.950000,3.261049,-1.216479,0.957641,-0.290666,0.950647,-0.310275
50.000000,3.321873,-1.053427,0.970977,-0.242420,0.964966,-0.262375
